duration,tempo,rms_mean,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,zcr_mean,chroma_mean,chroma_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,num_segments,avg_segment_length,segment_length_std,num_structured_sections,structure_ratio,unique_sections,label_entropy,song,decade,lufs_x,rms_db,crest_db_x,lufs_y,crest_db_y,lufs,crest_db
218.03537414965987,114.84375,0.17665568,3257.272475451821,3243.584699791214,6368.946149657566,0.0865270721157686,0.416796,0.28705204,-92.37621,88.69696,133.44704,29.240555,-58.802586,19.721468,35.818954,17.780897,-17.582165,16.742329,28.038233,13.30427,-16.29757,11.96057,13.292628,11.118925,-13.6159,9.54187,8.44161,9.955469,-6.162819,8.788789,5.465023,8.70338,0.6457226,8.325598,10,21.803537414965987,11.800841504477551,1,0.1,1,0.3321928094887362,NA-Centerfold.mp3.mp3,1980,-13.438875487532846,-14.334178,15.63414216041565,-13.438875487532846,15.63414216041565,-13.438875487532846,15.63414216041565
195.21015873015872,132.51201923076923,0.041501313,2968.554367376964,3052.1552960518657,5999.248996431757,0.0784608585154623,0.46222502,0.28607023,-265.37192,104.80078,140.8907,34.063683,-41.46701,36.49858,49.12882,18.810102,-5.001322,19.123682,19.840734,15.830231,-11.117604,11.417159,6.7511935,10.071405,-6.776323,7.8430166,-0.6721572,8.239526,-2.1839812,7.87991,-2.9117355,7.128638,1.6676221,7.057568,12,16.267513227513227,9.861076967181472,2,0.1666666666666666,1,0.430827083453526,Rick Springfield - Jessie's Girl (Official Video).mp3,1980,-25.51529342734976,-26.388645,18.47593069076538,-25.51529342734976,18.47593069076538,-25.51529342734976,18.47593069076538
298.42285714285714,120.18531976744184,0.07692404,3222.029612034904,3123.9895776679377,6132.309440192813,0.0878532417088115,0.47144327,0.29117665,-198.68903,87.8941,122.20306,37.278835,-54.294434,21.161695,23.288305,18.89096,-2.496423,16.062819,22.073029,17.318352,-10.597516,11.034489,10.416638,14.142206,0.96404064,10.523481,8.504125,12.729866,-1.1876777,9.06385,5.847842,10.286447,1.2112955,7.8606586,13,22.955604395604396,9.738411495325437,1,0.0769230769230769,1,0.2846492090877763,NA-Celebration.mp3.mp3,1980,-19.8981803902311,-20.203646,21.57724618911743,-19.8981803902311,21.57724618911743,-19.8981803902311,21.57724618911743
307.1071201814059,126.04801829268293,0.092759006,2754.8362017326053,2929.042228947451,6079.15462868401,0.0626436620787339,0.47265995,0.2919943,-191.53326,71.86104,145.04955,26.244238,-38.92464,21.546162,66.98279,18.59812,-14.108793,15.7973385,23.45066,12.950237,-1.7328496,9.982711,-3.790582,8.771596,4.605887,7.834636,-9.568772,8.150083,9.864751,8.455579,-8.656991,7.797184,7.1750665,8.185228,14,21.93622287010042,9.088344102192051,1,0.0714285714285714,1,0.2719539230041146,NA-Steve miller Band - Abracadabra.mp3.mp3,1980,-20.063967384067855,-19.743683,19.61756944656372,-20.063967384067855,19.61756944656372,-20.063967384067855,19.61756944656372
232.17632653061224,123.046875,0.16659112,3189.93291715052,3479.12741850825,7141.721163206598,0.0692329538351917,0.42386505,0.29363057,-122.08795,78.57651,130.31369,27.60593,-29.459864,19.09128,50.2748,16.603355,-16.859201,15.91931,27.40589,14.034045,-15.52727,13.274297,19.047031,12.018845,-4.226316,8.831761,6.8127117,11.083521,2.9005923,8.351832,2.5920255,8.075662,1.4150746,7.1521244,16,14.511020408163263,6.861051970967938,2,0.125,1,0.375,NA-Irene Cara - Flashdance What A Feeling (Remastered) [Audio HQ].mp3.mp3,1980,-15.497298697175024,-14.807745,15.03617525100708,-15.497298697175024,15.03617525100708,-15.497298697175024,15.03617525100708
228.01995464852607,117.45383522727272,0.12628303,2958.9283059707495,3136.231941499769,5998.955680738793,0.0690105658284965,0.46563488,0.29819846,-170.8408,96.59277,133.06357,37.719936,-31.68842,23.933205,45.99165,21.818714,-1.866828,19.168129,20.97509,14.675931,-6.860514,13.12278,12.591929,11.120856,-0.8284799,9.293795,5.244639,10.12765,0.82646465,8.80905,3.8159924,7.8286285,-1.1735328,6.6653385,11,20.729086786229644,7.767609422097666,1,0.0909090909090909,1,0.3144937835124816,NA-Kim Carnes - Bette Davis Eyes.mp3.mp3,1980,-16.67910444978478,-16.445057,17.87749171257019,-16.67910444978478,17.87749171257019,-16.67910444978478,17.87749171257019
233.41860416666665,130.8139534883721,0.122978315,3121.7163140037146,3187.5090316263772,6383.348732463556,0.07312680558967,0.45175645,0.2895985,-154.22696,83.22673,139.02783,32.265858,-43.923664,22.182571,44.70854,22.459423,-8.895187,16.720144,29.935886,14.568455,-6.0222845,12.049971,11.14443,12.146947,4.736043,9.100636,-1.7591438,9.786423,4.84958,7.1819525,1.2037922,9.015525,2.719511,8.188738,14,16.67275996112731,9.987448694897806,2,0.1428571428571428,1,0.4010507031510862,Laura Branigan - Gloria (1982) Good Audio Quality_.mp3,1980,-17.035197570396317,-17.327738,17.660518884658813,-17.035197570396317,17.660518884658813,-17.035197570396317,17.660518884658813
224.09578231292517,123.046875,0.08489438,2839.344640699705,2860.7057636058275,5804.857602890419,0.0725534385037299,0.4292906,0.30214497,-205.94983,95.51107,139.7129,34.800945,-46.883743,29.306204,57.35687,21.179228,-7.288887,23.504286,17.10453,18.214382,-6.129099,11.373967,12.685442,10.490914,-1.7767406,8.583611,0.116117254,9.310702,7.6382394,8.401162,-7.384873,8.568549,7.9934807,8.660339,13,17.238137100994244,11.83568729878681,2,0.1538461538461538,1,0.4154522643293988,NA-Olivia Newton-John - Physical.mp3.mp3,1980,-20.150517206268937,-20.38366,15.807660818099976,-20.150517206268937,15.807660818099976,-20.150517206268937,15.807660818099976
182.54666666666665,175.78125,0.13588041,3161.7334938570784,3741.9002375085106,6986.093713480192,0.0581500057975195,0.5220943,0.28430638,-202.81583,111.44974,115.76034,34.84377,-8.543472,33.232162,56.44894,25.17633,3.993556,21.736128,33.47654,16.159468,-4.769916,16.671438,11.1089,14.926022,-3.8182244,12.874211,15.701366,9.671314,1.4095155,9.74126,5.3829627,8.83374,2.9353755,9.805795,16,11.409166666666666,6.416865784551847,2,0.125,1,0.375,Red Red Wine (Remastered).mp3,1980,-16.434088038822104,-15.94461,17.325507402420044,-16.434088038822104,17.325507402420044,-16.434088038822104,17.325507402420044
240.28009070294783,117.45383522727272,0.15182935,2929.158148679621,3211.7195430788383,5943.792465393535,0.0664621391762695,0.41639224,0.302258,-141.11636,84.24835,139.39354,35.40989,-32.376205,19.415503,39.38138,18.225727,-10.046583,14.266008,20.186365,13.160274,-13.792501,12.059264,7.4845176,11.318141,-9.589929,11.016383,2.722483,10.9461975,-8.029059,9.070946,5.1460547,8.457231,-2.6751678,8.301202,10,24.028009070294782,13.972428229056408,1,0.1,1,0.3321928094887362,NA-Don't You Want Me (2012 Remaster).mp3.mp3,1980,-15.690133462445884,-15.353262,16.93130850791931,-15.690133462445884,16.93130850791931,-15.690133462445884,16.93130850791931
250.0324716553288,114.84375,0.10884965,1756.018909487536,2168.48356847481,3430.634088193429,0.0392107958469726,0.44221854,0.3000007,-209.8307,65.235435,182.72931,26.45802,-43.746902,23.437695,39.660156,15.414864,13.49262,18.695232,12.314901,9.82871,-4.850741,8.017358,0.35464174,8.371473,-0.5856745,6.6103573,0.22709656,6.196099,-0.14372423,6.9042788,-1.6674314,6.4063497,2.7380543,6.7712817,12,20.836039304610733,12.60064784627244,1,0.0833333333333333,1,0.2987468750600963,NA-Sunshine Of Your Love.mp3.mp3,1960,-19.052867468762543,-18.758999,15.220118761062622,-19.052867468762543,15.220118761062622,-19.052867468762546,15.220118761062622
